1,0.8342509834,0.7260813993,0.5359036849,0.2148958435,0.873788291,0.7676045224,0.1113084393,0.5575264959,0.5996496616,0.665568793
1,0.8040591738,0.2531351552,0.8698673072,0.334285064,0.6040745922,0.4940453024,0.8335751895,0.1941898293,0.0149661719,0.8029178106
1,0.694404275,0.5957765709,0.5812942742,0.7990034104,0.7628567272,0.6513928475,0.0759053396,0.0071863005,0.6596330266,0.8310087722
1,0.7836895305,0.0387796276,0.285043291,0.6273053944,0.8006198413,0.4863401858,0.8277231363,0.33980712,0.7313434833,0.8923586951
1,0.7888353322,0.1744333489,0.3487703312,0.9382443271,0.6920645236,0.3776197172,0.1837596119,0.616804669,0.4928990506,0.9309689968
1,0.2406299292,0.1424777512,0.0914160782,0.1175978646,0.8121132013,0.9437023427,0.1046426458,0.8492666143,0.871183789,0.0125659067
1,0.4056446222,0.7273879895,0.6638140345,0.6932747898,0.9447091549,0.9738896511,0.7544280586,0.2976160332,0.9083389579,0.2347491012
1,0.7147468237,0.6562098658,0.5882897122,0.1343704501,0.8617615952,0.9436160382,0.2267138764,0.546324139,0.6889825453,0.883037768
1,0.5353416487,0.2735907684,0.6210327652,0.7803364103,0.9660423593,0.463964968,0.9403887504,0.8674549334,0.9907405398,0.0282834516
1,0.5481967389,0.3374262466,0.2658239987,0.2494605244,0.7038081931,0.9586147014,0.7674937704,0.2058178315,0.7601992568,0.9320657585
1,0.5203011391,0.2558606681,0.7348934058,0.4917129516,0.0058956831,0.2161225149,0.9516112634,0.3681846739,0.5718238565,0.0981916826
1,0.7516346855,0.2084478561,0.3920310282,0.1515821142,0.7628567272,0.3660291422,0.9682082579,0.33980712,0.5289140407,0.0575161861
1,0.8568974795,0.6213031971,0.3175002281,0.607693646,0.4369186598,0.9082263061,0.8189234326,0.8625582863,0.9108856969,0.9919383387
1,0.7836895305,0.1164470797,0.284174192,0.8598276491,0.6026013196,0.3468903996,0.8489032534,0.8560251706,0.9682925887,0.8527245256
1,0.8553526511,0.2607770353,0.6918506709,0.8378702604,0.4584870367,0.9750855405,0.2014302151,0.6731111469,0.5469836495,0.2158997431
1,0.8217145617,0.6706865591,0.4401015525,0.0361723683,0.2370934672,0.6690083555,0.9576286784,0.9954815712,0.9308072102,0.8983404559
1,0.1817267639,0.6356661691,0.5578697406,0.5816795461,0.9367318401,0.3092884034,0.1825945893,0.3792576814,0.8933491776,0.1239436022
1,0.2549525423,0.7657419323,0.4922502169,0.660504233,0.8311617336,0.7694107342,0.0083006807,0.909086142,0.3663325038,0.6069595086
1,0.5228048219,0.7199266939,0.5983364427,0.5043326171,0.5884363496,0.0135705501,0.0227817188,0.3415861971,0.7313434833,0.1298448586
1,0.2309840283,0.6100998001,0.4612534774,0.7324656922,0.596671212,0.7307437671,0.2173795685,0.7894601303,0.8933491776,0.8765770961
1,0.7707008155,0.2353162289,0.6092149509,0.4730398424,0.6193123179,0.9103437547,0.803663764,0.4117642909,0.6692614677,0.9582848298
1,0.5461938505,0.749156437,0.5720738759,0.4959998472,0.9303218773,0.8031690174,0.9483099496,0.085674606,0.1669860918,0.5626333237
1,0.6267369309,0.6786617531,0.3229509131,0.4719316748,0.5755765693,0.5397891761,0.8694100608,0.688342274,0.9960977293,0.4612613273
1,0.3058042606,0.7233436386,0.4556282267,0.96206028,0.9448308987,0.9786782758,0.1289634936,0.9982302044,0.1048385466,0.5783890597
1,0.0176097621,0.6478782282,0.4580623529,0.6743819259,0.0022463014,0.8491240132,0.1284121575,0.4366360698,0.6662702726,0.5649519404
1,0.818655462,0.607226417,0.6775997904,0.7689745629,0.9436695925,0.9689529321,0.126005004,0.7993841547,0.9218404268,0.6262630478
1,0.874228245,0.5487481598,0.5879555182,0.1913728624,0.9074463731,0.3312338981,0.0463507174,0.7996464445,0.9253443405,0.8364743143
1,0.5558963397,0.7233436386,0.6352663764,0.8919004562,0.8136175101,0.1826181491,0.8930253193,0.0253904966,0.9538124665,0.7650767927
1,0.6279780315,0.6202636631,0.5812942742,0.5808954788,0.5605253949,0.3806434952,0.8445109558,0.9755580512,0.4721018543,0.8135555003
1,0.6243948636,0.5680141341,0.3603924971,0.115973376,0.7014925741,0.5461648628,0.2244828128,0.7486998717,0.7254281903,0.0063716436
1,0.9370265828,0.715476828,0.4238246032,0.9309876102,0.5160923114,0.3397117868,0.7777917338,0.122558449,0.8682178639,0.2158997431
1,0.6002021196,0.5794353193,0.188943659,0.7237053793,0.8876708554,0.8031690174,0.9762491835,0.3782241965,0.7319364082,0.5340189166
1,0.3449725815,0.0168159244,0.4776764341,0.4691729267,0.2995593689,0.2857880645,0.8853843014,0.332127031,0.7101511666,0.1755528311
